55081,WI,Monroe,6435.249094,7777.181182,20.85283831,14.40523156,17.4091312,2388.452708,3241.742305,35.72562247,5.346524092,7.256603105,447.4721203,677.3573992,51.37421272,2.575230895,3.898235493,431.448395,2.483013323,1748.485582,2053.209345,17.42786822,3.913964995,4.596085656,838.0145549,1013.816208,20.97835322,1.875886005,2.269415997,7294.593678,16.32886459,88.83183992,0.198849059,295.4927175,0.661457071,57.7984279,0.12938112,70.92963482,0.158775177,9.205475051,0.020606351,255.8221353,0.572654926
55113,WI,Sawyer,4792.748461,3275.309805,-31.661137,28.94696178,19.78202455,1847.561961,1135.603718,-38.53501308,11.15879665,6.858752901,288.6282516,266.6414504,-7.617688527,4.100998176,3.788596909,192.0562469,2.728846929,746.4375525,474.2304428,-36.46749935,4.508289862,2.864229286,1168.302714,789.5400904,-32.41990443,7.056246383,4.768618049,2992.179039,18.07198792,55.0000013,0.33218579,32.76759367,0.197907795,9.452633105,0.05709146,97.600681,0.589482883,0,0,121.0774494,0.731276496
55129,WI,Washburn,3128.42552,2822.112627,-9.791279706,19.66202954,17.73686523,1043.400147,1089.755198,4.442691678,6.557728279,6.849067928,142.962607,194.0519364,35.73614835,2.0671285,2.805840607,238.2619639,3.445083341,536.2564819,475.8205458,-11.26996841,3.370350587,2.990513141,748.5596993,700.1805038,-6.462970887,4.704667835,4.400606523,2721.965952,17.10744738,2.960699408,0.018607878,26.72175668,0.167945174,10.14631879,0.063769209,32.71283193,0.205598843,0,0,54.32682265,0.341441912
55039,WI,Fond du Lac,14228.41287,21384.27224,50.29274469,13.9997962,21.04067796,3111.363365,6926.082359,122.6060265,3.061371174,6.814796728,567.1233899,1067.219516,88.18118503,1.393526279,2.622354266,1312.565809,3.22521515,3289.307766,4928.97716,49.84846389,3.236456432,4.849780248,1884.674529,2848.436339,51.13677693,1.854392303,2.802668758,19877.81991,19.55843073,441.2928284,0.434202305,970.7655209,0.955167633,247.817901,0.243836058,127.0312835,0.124990194,4.265344226,0.00419681,686.0449542,0.675021847
55059,WI,Kenosha,46129.26072,40347.09134,-12.5347107,27.71758062,24.24326207,10991.92198,11309.40498,2.888330134,6.604690361,6.795455623,896.669877,965.517991,7.678200845,1.431236835,1.541130073,1968.690602,3.142363292,11941.55616,10122.40432,-15.23379216,7.175294824,6.082225323,4667.481162,4200.40566,-10.00701419,2.804538451,2.52388789,35820.21402,21.52320792,1638.870998,0.98474457,3616.895181,2.173275318,406.4203318,0.244204831,146.8456849,0.088234822,23.94916831,0.014390281,2310.791084,1.388479615
55047,WI,Green Lake,1331.030346,3789.046134,184.670154,6.986669181,19.88896191,406.6798652,1277.033537,214.0144487,2.134690385,6.703236243,220.8644877,372.8847528,68.82965509,2.789045179,4.708735356,251.0609046,3.170361215,342.0928713,999.0599131,192.0434762,1.795668843,5.24413371,236.0486213,628.3555797,166.1975216,1.239035333,3.298281348,3579.095844,18.7869185,24.53495032,0.12878563,237.6327454,1.247350509,40.41396067,0.212135639,10.59214561,0.055598896,0,0,134.4092238,0.705523194
55011,WI,Buffalo,3351.857631,3176.292334,-5.237850646,24.66959322,23.37743677,965.4862139,897.3967953,-7.052344984,7.105955795,6.604819278,158.0355477,217.741502,37.78007865,2.76866762,3.814672424,118.0530539,2.068203467,696.5151629,659.0059104,-5.385274371,5.126335195,4.85026798,653.5402648,619.7888222,-5.164401397,4.810040957,4.561631134,3115.374767,22.92908491,5.781540736,0.042552004,48.99546122,0.360605441,4.999999973,0.036799882,3.000000007,0.022079929,0,0,47.13602698,0.346920048
55035,WI,Eau Claire,26548.94501,22573.08195,-14.97559716,26.88881969,22.86205837,7712.658578,6417.454396,-16.79322596,7.811394606,6.499609459,837.5686436,908.9312458,8.520209386,2.120802784,2.301499622,1038.071459,2.628494819,6331.697621,5356.264142,-15.40556005,6.412754842,5.424834044,3300.739828,2767.195183,-16.16439565,3.342995289,2.802620304,21001.91107,21.27077364,199.3587712,0.201910925,317.5099881,0.321574692,863.9040137,0.874963553,94.47769288,0.095687179,2.213798297,0.002242139,411.2166341,0.416480953
55123,WI,Vernon,5173.162427,4501.290412,-12.98764586,17.37534823,15.11869953,1812.555608,1823.026577,0.577690898,6.087917267,6.123086611,648.9736809,738.5920693,13.80924852,5.586894636,6.3584028,150.6860788,1.29722864,1233.325496,1073.059636,-12.99461175,4.142429368,3.604136755,919.8250865,771.8165659,-16.09094194,3.08946054,2.592337238,4389.404732,14.74290375,14.053239,0.047201286,52.10939849,0.175022331,25.45584172,0.085499754,18.97882499,0.063745088,0,0,53.39777631,0.179349667
55051,WI,Iron,1139.154296,1136.774122,-0.208942119,19.25548167,19.21524886,419.9504488,348.0359552,-17.1245188,7.098553901,5.882960704,98.12484357,105.1031467,7.111657798,3.477138326,3.724420505,74.45256972,2.638290919,209.2188668,209.1808776,-0.018157651,3.536492001,3.535849857,256.548087,255.8828303,-0.259310721,4.336512627,4.325267585,1103.4038,18.65117986,0,0,13.83184404,0.23380399,0.99999997,0.016903313,9.236713453,0.156131059,0,0,23.13360939,0.391034642
